ts,platform,ms_played,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2019-05-25T06:22:31Z,Android,316801,Eps. 20 Ikigai (Rahasia Hidup Panjang dan Bahagia Ala Jepang),Pikir2 Lagi,spotify:episode:1IpR5UnGhNnKPD0jZHK39Y,clickrow,endplay,False,,False,1558765033391,False
2019-05-25T06:23:05Z,Android,29075,Eps 3. Pendidikan Formal: Masih Masuk Akal?,Paruh Waktu,spotify:episode:3hrDiJHhfTAwnri189Q3JW,clickrow,endplay,False,,False,1558765351289,False
2019-05-25T11:23:23Z,Android,1827649," 07: I'M YOUNG AND NO ONE CAN BEAT ME | Dr. Tina Hayati Dahlan, M.Pd., Psikolog",Makna Voice,spotify:episode:27bachgHCoIgWrWWK2BU8x,clickrow,logout,False,,False,1558765384795,False
2019-05-27T03:47:33Z,Android,14728,The World's #1 Productivity Hack!,The Mindset Mentor,spotify:episode:2mBaJsRaWy5F1JVohcB3pE,clickrow,endplay,False,,False,1558928821810,False
2019-05-27T05:01:43Z,Android,1145383,Your Attitude Speaks Who You Are,Bertumbuh Bermimpi,spotify:episode:6VWDfL3c0bZcTe9Fh3xbJi,clickrow,unexpected-exit-while-paused,False,,False,1558928851265,False
2019-05-27T06:06:42Z,Android,1706389,Your Attitude Speaks Who You Are,Bertumbuh Bermimpi,spotify:episode:6VWDfL3c0bZcTe9Fh3xbJi,appload,trackdone,False,,False,1558935494882,False
2019-05-27T07:02:43Z,Android,1206261,"Susahnya Bilang Maaf, Tolong & Terima Kasih",Bertumbuh Bermimpi,spotify:episode:34u09jO7H2CcktrILv3lOU,trackdone,logout,False,,False,1558937200531,False
2019-06-13T08:54:38Z,Android,28973,Eps. 02 : Kisah Cinta Di SMA,Teman Tidur,spotify:episode:35XvsSGy39bNUXlpJzRpF5,appload,unexpected-exit,False,,False,1560415835875,False
2019-06-13T08:56:14Z,Android,90146,Eps. 02 : Kisah Cinta Di SMA,Teman Tidur,spotify:episode:35XvsSGy39bNUXlpJzRpF5,appload,endplay,False,,False,1560416078308,False
2019-06-13T08:56:52Z,Android,34445,PC.001: Mengenal Depresi,Pondok Curhat,spotify:episode:3WgXQRMqbBcQKVrZbRagok,clickrow,endplay,False,,False,1560416172770,False
2019-06-13T08:57:23Z,Android,29176,16. Bersahabat dengan Gelap,Menjadi Manusia,spotify:episode:5RLhuHe6yaxVCDJi7V6jUS,clickrow,endplay,False,,False,1560416210919,False
2019-06-13T09:01:12Z,Android,229135,12. Cerita Jam 12 Malam,Menjadi Manusia,spotify:episode:6IQ1FJEWxMkaE0kxz28OFX,clickrow,trackdone,False,,False,1560416241399,False
2019-06-13T09:01:36Z,Android,23951,13. Ketika Dicintai oleh Diri Sendiri,Menjadi Manusia,spotify:episode:5FhmiQ5B6rnRmypsWyOhPn,trackdone,endplay,False,,False,1560416470146,False
2019-06-13T09:03:28Z,Android,111509,#KalauCinta 40 : Pernah Bertahan,#KalauCinta,spotify:episode:7f1Y0PiL4cZXteFn01fDh5,clickrow,endplay,False,,False,1560416494494,False
2019-06-13T09:06:20Z,Android,172479,Kamus Kecil karya Joko Pinurbo | Mbacain Eps. 01,Lunatic Podcast,spotify:episode:5fJIyyiHbXY2I8dd7aykFY,clickrow,trackdone,False,,False,1560416606425,False
2019-06-13T09:06:58Z,Android,1050,Tak Kenal Maka Tak Sayang | Lunatic Podcast Eps. 00,Lunatic Podcast,spotify:episode:3a1VUYjj33JP85mI73ccxw,trackdone,unexpected-exit-while-paused,False,,False,1560416778857,False
2019-06-13T18:05:11Z,Android,278165,Memilih untuk Salah Lebih Cepat,Podcast Sudut Pandang,spotify:episode:1EX9W91ZlhN0nonLtuFm02,clickrow,logout,False,,False,1560443062453,False
2019-06-14T02:34:26Z,Android,1040306,Memilih untuk Salah Lebih Cepat,Podcast Sudut Pandang,spotify:episode:1EX9W91ZlhN0nonLtuFm02,appload,unexpected-exit-while-paused,False,,False,1560469006061,False
2019-06-14T05:03:05Z,Android,127673,Episode 4 - Keresahan Umur 20,Kepingan Cerita,spotify:episode:6trB6d7DaNX5YpvR35K21Q,clickrow,endplay,False,,False,1560488456392,False
2019-06-14T05:03:38Z,Android,31942,bulan baik,Rintik Sedu,spotify:episode:05L0STdlASNWD94UoofTMg,clickrow,endplay,False,,False,1560488585028,False
2019-06-14T05:05:44Z,Android,126643,tentang perasaan.,Suara Puan,spotify:episode:3cwYbTM5pjzFIO5zBNhUbQ,clickrow,trackdone,False,,False,1560488617648,False
2019-06-14T05:05:57Z,Android,11668,kepada hati yang sedang hancur-hancurnya.,Suara Puan,spotify:episode:6jMeLsCN5jB7Dhj5Spi6W6,trackdone,endplay,False,,False,1560488743888,False
2019-06-14T05:08:04Z,Android,124944,Episode 6 - PASSION!,Baper (Bacotan Pria),spotify:episode:3jUbuOxSfv3V2ep0xzoNtT,clickrow,endplay,False,,False,1560488756933,False
2019-06-14T05:09:07Z,Android,62206,#001 Welcome to The Speak English Now Podcast - First Episode,Speak English Now Podcast: Learn English | Speak English without grammar.,spotify:episode:4M6tglNHHz06QoZ1YtApDa,clickrow,endplay,False,,False,1560488884289,False
2019-06-14T05:26:20Z,Android,1033428,Art Theraphy,Diskusi Psikologi,spotify:episode:1VgtcjPQNWGpwMlLJMgXST,clickrow,trackdone,False,,False,1560488947006,False
2019-06-14T05:49:27Z,Android,1033428,Art Theraphy,Diskusi Psikologi,spotify:episode:1VgtcjPQNWGpwMlLJMgXST,clickrow,trackdone,False,,False,1560488947006,False
2019-06-14T12:37:19Z,Android,68819,Self Care,Diskusi Psikologi,spotify:episode:0SUr54PPiGokBULqS3VAUz,appload,logout,False,,False,1560500868377,False
2019-06-14T12:46:15Z,Android,126643,tentang perasaan.,Suara Puan,spotify:episode:3cwYbTM5pjzFIO5zBNhUbQ,clickrow,trackdone,False,,False,1560516244736,False
2019-06-14T12:46:59Z,Android,43164,kepada hati yang sedang hancur-hancurnya.,Suara Puan,spotify:episode:6jMeLsCN5jB7Dhj5Spi6W6,trackdone,endplay,False,,False,1560516372911,False
2019-06-14T12:48:01Z,Android,60961,Bahagia,Di kamar aja,spotify:episode:7f917QXhcbHHOc7qMI2ATy,clickrow,endplay,False,,False,1560516416473,False
2019-06-14T12:50:00Z,Android,118562,Kalau Saja Aku Mampu (Fiersa Besari) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:1agokI03JGdoGVgNAxrCuZ,clickrow,trackdone,False,,False,1560516478722,False
2019-06-14T12:51:55Z,Android,113367,Pelarian dan Keseriusan Tampak Sama (Genta Kiswara) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:2q1tJjmObU7b3hegnN3wT3,trackdone,endplay,False,,False,1560516597587,False
2019-06-14T13:00:01Z,Android,482121,Tentang Gagal dan Berhasil,Yang Kamu Pendam | By Gaung Kosong,spotify:episode:300Y6rv9dmtKRmlyNrJE2P,clickrow,endplay,False,,False,1560516712601,False
2019-06-14T13:01:00Z,Android,56412,Kepo Buku #13: Berburu Buku Loak,Kepo Buku,spotify:episode:3clacR1NOxblymDfhloCur,clickrow,endplay,False,,False,1560517198383,False
2019-06-14T13:02:33Z,Android,92641,Daffodeelia,Sleep Tight Stories - Bedtime Stories for Kids,spotify:episode:2ARvcpFxt2HGNBYp5k8Xwi,clickrow,endplay,False,,False,1560517257740,False
2019-06-14T13:03:06Z,Android,31814,Episode 05 Self Love ,Me Time,spotify:episode:0vEY3l6dmiiCOOas8CPAL1,clickrow,endplay,False,,False,1560517351031,False
2019-06-14T13:03:49Z,Android,40764,Eps. 22 - Lupa Fokus,Motivasi Lo,spotify:episode:7cDRBXcxjp7SmDKQkS0Qu2,clickrow,endplay,False,,False,1560517384076,False
2019-06-14T13:04:39Z,Android,49872,English Idioms: A Storm In A Teacup Ep 233,Learn English Through Listening,spotify:episode:6gSIL1Et0NAwgvq8TYAqAa,clickrow,endplay,False,,False,1560517426575,False
2019-06-14T13:15:33Z,Android,236843,Sesi Nol - Pertanyaan,Gitu Ceritanya,spotify:episode:4IYPvbN33scxQjVGYrPoAR,clickrow,logout,False,,False,1560517477126,False
2019-06-16T00:29:55Z,Android,221191,#001 Welcome to The Speak English Now Podcast - First Episode,Speak English Now Podcast: Learn English | Speak English without grammar.,spotify:episode:4M6tglNHHz06QoZ1YtApDa,clickrow,trackdone,False,,False,1560644760638,False
2019-06-16T00:35:25Z,Android,269553,#002 English Accents - Why are British and American so Different,Speak English Now Podcast: Learn English | Speak English without grammar.,spotify:episode:5SMkjDxwOop1ccVvj3X0wx,trackdone,endplay,False,,False,1560644994195,False
2019-06-18T02:22:45Z,Android,144776,Survival Phrases #1 - Thank You!,Learn French: French Survival Phrases,spotify:episode:4AcOCK0rB3E5xKPUOu9nzW,clickrow,logout,False,,False,1560824404993,False
2019-06-18T02:25:49Z,Android,118562,Kalau Saja Aku Mampu (Fiersa Besari) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:1agokI03JGdoGVgNAxrCuZ,clickrow,trackdone,False,,False,1560824628937,False
2019-06-18T02:26:03Z,Android,13784,Pelarian dan Keseriusan Tampak Sama (Genta Kiswara) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:2q1tJjmObU7b3hegnN3wT3,trackdone,fwdbtn,False,,False,1560824746963,False
2019-06-18T02:27:58Z,Android,114986,Penantian (Fiersa Besari) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:658NXsLx2IHsMwdlBDPYsX,fwdbtn,trackdone,False,,False,1560824761885,False
2019-06-18T02:29:09Z,Android,70172,Aku Masih (Brian Khrisna) - Visualisasi Puisi,Kamu Galau?,spotify:episode:4izcepNX2RycsyU610fC67,trackdone,trackdone,False,,False,1560824876593,False
2019-06-18T14:09:48Z,Android,19039,Kalau Saja Aku Mampu (Fiersa Besari) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:1agokI03JGdoGVgNAxrCuZ,trackdone,endplay,False,,False,1560866966824,False
2019-06-21T00:47:12Z,Android,77078,Ep 1 Baik Itu Bareng-Bareng,AsikBener! Podcast,spotify:episode:5gNXEbVd6fQpwsnfXWnKxj,clickrow,endplay,False,,False,1561077952515,False
2019-06-25T04:04:03Z,Android,925625,Mengalahkan Minder,Creatalks,spotify:episode:767EXNPUOKoqNuCExACCkj,clickrow,endplay,False,,False,1561434368579,False
2019-06-25T04:09:41Z,Android,335470,0. Apa Sih Menjadi Manusia?,Dengar Perspektif,spotify:episode:1g5cputSUGtxRGFYncQjzE,clickrow,endplay,False,,False,1561435440858,False
2019-06-25T04:09:57Z,Android,15002,Mungkin bukan lagi tentang kita.,Tulisan Alam,spotify:episode:7bTA1EYlLKjspWTQMYad09,clickrow,endplay,False,,False,1561435778487,False
2019-06-25T04:13:46Z,Android,228606,Vol.21 - Budak Cinta dan Butuh Cinta,Setau Kita,spotify:episode:0etUxdpJCHN8HhFBsb9tZd,clickrow,endplay,False,,False,1561435794788,False
2019-06-25T04:13:53Z,Android,6160,On The Go: Quarter Life Crisis,Mikir Mulu,spotify:episode:6b9sjvSXHVc0Cpys24MnJJ,clickrow,endplay,False,,False,1561436023995,False
2019-06-25T04:14:03Z,Android,9597,#8 Perfeksionis vs Realistis,Mikir Mulu,spotify:episode:1ICklTPrEw4VQUHrGl2Ldp,clickrow,endplay,False,,False,1561436030556,False
2019-06-25T04:28:48Z,Android,884542,#1: Kenapa Mikir Mulu?,Mikir Mulu,spotify:episode:2rdaNe6iW4mUJLSuHNYaF3,clickrow,trackdone,False,,False,1561436040495,False
2019-06-25T04:49:44Z,Android,1255365,#2: Kebiasaan Menunda-nunda,Mikir Mulu,spotify:episode:5stqNzrRWwThWorcjiOU3N,trackdone,trackdone,False,,False,1561436925999,False
2019-06-25T05:10:18Z,Android,1233073,#3: Passion vs Reality,Mikir Mulu,spotify:episode:4HRqFUGMOGU1xTa39XOYZV,trackdone,trackdone,False,,False,1561438181425,False
2019-06-25T05:59:16Z,Android,1311110,#4: Yakin Lanjut Sama Dia?,Mikir Mulu,spotify:episode:1iHl7Dl3YVDFwGYAXdbwy2,trackdone,unexpected-exit-while-paused,False,,False,1561439415387,False
2019-06-25T15:30:45Z,Android,25954,Jatuh Hati,Podcast Sebelum Tidur,spotify:episode:7qn8NDMDf9vVUBX0zYKkFP,clickrow,endplay,False,,False,1561476614967,False
2019-06-25T22:46:55Z,Android,3810390,Kecewa - Hanan Attaki,Kajian Hanan Attaki,spotify:episode:24yWaAoSV5JKwaD7mNWk1I,clickrow,logout,False,,False,1561476643760,False
2019-06-26T14:11:56Z,Android,59999,Kalau Saja Aku Mampu (Fiersa Besari) - Musikalisasi Puisi,Kamu Galau?,spotify:episode:1agokI03JGdoGVgNAxrCuZ,clickrow,unexpected-exit,False,,False,1561558194221,False
2019-06-26T14:28:48Z,Android,365219,Vol.16 - Mencintai Diri Sendiri,Setau Kita,spotify:episode:5RPhKSfKhgLVl3Hp24mQJW,clickrow,endplay,False,,False,1561558959471,False
2019-06-26T14:29:25Z,Android,33245,Kepo Buku #13: Berburu Buku Loak,Kepo Buku,spotify:episode:3clacR1NOxblymDfhloCur,clickrow,endplay,False,,False,1561559327172,False
2019-06-26T15:24:29Z,Android,3302206,Eps 01 - Quarter Life Crisis & Ga Bisa Bayar Kuliah,Randy & Gustika Are: Unqualified,spotify:episode:7z6lzTASaKloaaOWKZ3pwG,clickrow,trackdone,False,,False,1561559364100,False
2019-06-26T16:16:21Z,Android,3073791,"Eps 02 - Teman, Pasangan & Mental Block",Randy & Gustika Are: Unqualified,spotify:episode:1fzqc3B7FKYr4YBYy4hehG,trackdone,unexpected-exit-while-paused,False,,False,1561562666724,False
2019-06-26T23:52:24Z,Android,483664,Jangan Galau dan Berputus Asa oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:7dlKy9wa0jlNDskqKMBeV8,clickrow,unexpected-exit-while-paused,False,,False,1561591013640,False
2019-06-27T03:56:59Z,Android,1883402,Episode 1 - Angry Feminists and SJWs: The inner Struggle of a Movement,Magdalene's Mind ,spotify:episode:3PkW2Xf84NYZEVEVgngkvj,clickrow,trackdone,False,,False,1561605926666,False
2019-06-27T04:39:22Z,Android,2279203,Episode 2 - Persekusi LGBT dan Narasi Kebencian,Magdalene's Mind ,spotify:episode:5Q8L3Pm5OjDFbAw8CwzT4N,trackdone,endplay,False,,False,1561607817001,False
2019-06-27T04:39:51Z,Android,24043,Self Love,Han’s living room,spotify:episode:4yiao3CsMml7u8NgkLVOcX,clickrow,endplay,False,,False,1561610360545,False
2019-06-27T04:58:24Z,Android,1113119,Connecting The Dot - Steve Jobs Ep: 31,Mudacumasekali,spotify:episode:26BPiPEj0HWcqDNSsXItCP,clickrow,trackdone,False,,False,1561610389028,False
2019-06-27T05:00:53Z,Android,147429,Salah Jurusan Akuntan Jadi Filmmaker Ft. Oki Jodi Ep: 32,Mudacumasekali,spotify:episode:6oAnMWh7wgcsaOhYS2hh6v,trackdone,endplay,False,,False,1561611501646,False
2019-06-27T06:33:34Z,Android,2807412,15: Jemu dengan Ilmu Semu,Sebuah Siniar,spotify:episode:6XvSNABISkLZMfAlF2p20L,clickrow,unexpected-exit-while-paused,False,,False,1561611650687,False
2019-06-28T02:58:57Z,Android,1067367,15: Jemu dengan Ilmu Semu,Sebuah Siniar,spotify:episode:6XvSNABISkLZMfAlF2p20L,trackdone,trackdone,False,,False,1561689667248,False
2019-06-28T03:20:29Z,Android,1289972,16: Basa Basi Bahasa,Sebuah Siniar,spotify:episode:72dp9CI8vKRUqsHEmJy5vf,trackdone,endplay,False,,False,1561690736132,False
2019-06-28T03:36:03Z,Android,806997,48: Stereotipe Makhluk Indonesia,Sebuah Siniar,spotify:episode:7hrzU54y42s3tSBg1BRUp5,clickrow,unexpected-exit-while-paused,False,,False,1561692027867,False
2019-06-28T15:13:11Z,Android,1294421,Bikin Hati Jadi Tenang oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:1ZU2zO3SPWsh6AqB62ztAc,clickrow,trackdone,False,,False,1561733495508,False
2019-06-28T22:56:55Z,Android,186279,Bikin Nangis Belajar Cinta dari Urwah bin Zubair oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:3XcXLurVedUaMuoHnvs6hW,trackdone,logout,False,,False,1561734789854,False
2019-06-30T22:41:25Z,Android,306040,Percaya Deh Rencana Allah Lebih Baik oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:2wjJzk10FUJtRylfMESf2F,clickrow,trackdone,False,,False,1561934179162,False
2019-06-30T22:41:58Z,Android,30873,Cinta Dalam Diam oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:7dKfj0nwnMVlUx9GOlDn8d,trackdone,endplay,False,,False,1561934484554,False
2019-06-30T22:53:49Z,Android,711739,Ar Rahman oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:3wXL8IPIPGvYzpMzml5NrP,clickrow,trackdone,False,,False,1561934517149,False
2019-06-30T23:25:49Z,Android,1901717,Kecewa - Hanan Attaki,Kajian Hanan Attaki,spotify:episode:24yWaAoSV5JKwaD7mNWk1I,trackdone,trackdone,False,,False,1561935227304,False
2019-06-30T23:52:23Z,Android,897285,Kangen Oleh Ust Hanan Attaki,Kajian Hanan Attaki,spotify:episode:5h1ijAaZsSiHjvAazNCD5M,trackdone,logout,False,,False,1561937147009,False
2019-07-08T15:07:28Z,Android,111122,Erix Soekamti | Menyalurkan Minat dan Bakat Melalui DOES University ,BukaTalks,spotify:episode:6UDMDkRUC9llOi5tseMiG8,clickrow,endplay,False,,False,1562598332840,False
2019-07-08T15:17:00Z,Android,571026,Henry Manampiring | Menahan Emosi dan Filosofi Teras,BukaTalks,spotify:episode:0ZSRAxVJtuafSZ1hoML0kY,clickrow,trackdone,False,,False,1562598446274,False
2019-07-08T15:17:07Z,Android,6550,Ridwan Kamil (Walikota Bandung) | Masa Depan Indonesia di Tangan Pemuda,BukaTalks,spotify:episode:0levzivxSQpsooeRJ48BlD,trackdone,endplay,False,,False,1562599017918,False
2019-07-08T15:43:15Z,Android,1417718,"Kesepian, Sebuah Bagian dari Pendewasaan",PSK (Pada Suatu Ketika),spotify:episode:7DkQgUTsq0oWeeEChLdKi9,clickrow,trackdone,False,,False,1562599025776,False
2019-07-08T23:20:18Z,Android,159170,Emang Kenapa kalau Sendirian?,PSK (Pada Suatu Ketika),spotify:episode:5uvKROqvd6BoSdl6tNBncY,trackdone,logout,False,,False,1562600593081,False
2019-07-12T13:58:41Z,Android,133502,Emang Kenapa kalau Sendirian?,PSK (Pada Suatu Ketika),spotify:episode:5uvKROqvd6BoSdl6tNBncY,trackdone,endplay,False,,False,1562939784649,False
2019-07-12T14:03:18Z,Android,273100,People Come and Go,PSK (Pada Suatu Ketika),spotify:episode:3Tl9LmODC4G7Ef6lrmivSh,clickrow,fwdbtn,False,,False,1562939919029,False
2019-07-12T14:03:20Z,Android,0,Arah Gairah Hidup,PSK (Pada Suatu Ketika),spotify:episode:5YDwWpkoBVNOnChShIuWvX,fwdbtn,backbtn,False,,False,1562940196270,False
2019-07-12T14:03:35Z,Android,1039,People Come and Go,PSK (Pada Suatu Ketika),spotify:episode:3Tl9LmODC4G7Ef6lrmivSh,backbtn,unexpected-exit,False,,False,1562940197663,False
2019-07-12T14:13:53Z,Android,53186,01. Azab Nonton Sinetron,Rapot,spotify:episode:4tW3cPz7AkXkg2XX6itOag,clickrow,endplay,False,,False,1562940776800,False
2019-07-12T14:16:14Z,Android,132771,Thirty Days Of Lunch (Pilot),Thirty Days Of Lunch Podcast,spotify:episode:2vxZvL2qN0Jr3PNVAQjeoA,clickrow,endplay,False,,False,1562940830844,False
2019-07-12T14:18:13Z,Android,110878,Episode 6 - PASSION!,Baper (Bacotan Pria),spotify:episode:3jUbuOxSfv3V2ep0xzoNtT,clickrow,endplay,False,,False,1562940972511,False
2019-07-12T14:23:10Z,Android,295567,"podcast pertama, ngomong kesana kemari tentang ....",aishakina,spotify:episode:633ClMm7fxhFpgLhZHKUVQ,clickrow,endplay,False,,False,1562941091495,False
2019-07-12T14:26:03Z,Android,161494,Episode 1 of BumpyGotYourBack,,spotify:episode:1d47J8RNlOFHm8g1D49e8u,clickrow,logout,False,,False,1562941387756,False
2019-07-12T14:32:53Z,Android,403605,Episode 1 of BumpyGotYourBack,,spotify:episode:1d47J8RNlOFHm8g1D49e8u,appload,endplay,False,,False,1562941561652,False
2019-07-12T14:33:14Z,Android,17096,Toxic relation,Di kamar aja,spotify:episode:0HKayesH1nMx9PNjwlcWvN,clickrow,endplay,False,,False,1562941970790,False
2019-07-12T14:58:51Z,Android,270888,Aku... Gagal Masuk PTN,So Mad About Life,spotify:episode:4TRS3BD3h6ngfz8oAFjtCK,clickrow,unexpected-exit-while-paused,False,,False,1562941992048,False
2019-07-13T00:54:44Z,Android,58461,Lelah Hidup,So Mad About Life,spotify:episode:36KKms4RXmM3xGdqnZp1Tu,clickrow,endplay,False,,False,1562979222732,False
2019-07-13T03:11:10Z,Android,221286,Eps. 06 : BUCIN (Budak Cinta),Teman Tidur,spotify:episode:6byl5zwsRImqpaWsFlpdpZ,clickrow,logout,False,,False,1562979282154,False
2019-07-14T09:27:15Z,Android,133870,Eps. 19 : Lelah untuk Mencari,Teman Tidur,spotify:episode:5GOOOvel2KMzfzUutElc3i,clickrow,endplay,False,,False,1563096298003,False
2019-07-15T00:11:17Z,Android,166097,36: Target Tak Sampai,Sebuah Siniar,spotify:episode:3L2MT4RWXox73oqWe3pG4J,clickrow,unexpected-exit-while-paused,False,,False,1563096432601,False
2019-07-26T02:59:41Z,Android,147365,Muda dan Impulsif,PSK (Pada Suatu Ketika),spotify:episode:3BWqWJvu9Jp9OGdNdS3RiV,clickrow,endplay,False,,False,1564109831442,False
2019-07-26T03:23:20Z,Android,1321195,Perjalanan Menuju IDGAF State of Mind,PSK (Pada Suatu Ketika),spotify:episode:6XJuRtcYVrPIYA9F496yFt,clickrow,trackdone,False,,False,1564109979771,False
2019-07-26T03:27:05Z,Android,223823,"Tikung, Selingkuh, Cabul",PSK (Pada Suatu Ketika),spotify:episode:3jorjJmKXTjqGKLHT525qt,trackdone,endplay,False,,False,1564111398774,False
2019-07-26T03:45:08Z,Android,218549,Welcome to Your Quarter Life Crisis,PSK (Pada Suatu Ketika),spotify:episode:3VbDgUpO7novE1YQcgGVEh,clickrow,unexpected-exit-while-paused,False,,False,1564111624301,False
2019-07-30T03:08:03Z,Android,40263,"[SINIAR GAMBAR] Dunia Ilustrasi @inicecil, Dari Buku Cerita Anak Sampai Alat Perekam Ingatan Personal",Podluck Podcast Collective,spotify:episode:1XKbgkUqSw1kDaR5cJS27H,clickrow,endplay,False,,False,1564456040499,False
2019-07-30T03:08:32Z,Android,27718,[SINIAR GAMBAR] Citra Marina dan Pembentukan Pengaryaan Personal,Podluck Podcast Collective,spotify:episode:6I3Rq51xC4QJS2g6w4rj4X,clickrow,endplay,False,,False,1564456081658,False
2019-07-30T04:52:14Z,Android,2915956,[SINIAR GAMBAR] Antara Karya Personal dan Komisi Ilustrasi feat. Emte,Podluck Podcast Collective,spotify:episode:4sBzhek23NSl0ejpLu22fA,clickrow,unexpected-exit-while-paused,False,,False,1564456110390,False
2019-07-30T04:53:37Z,Android,26685,People Come and Go,PSK (Pada Suatu Ketika),spotify:episode:3Tl9LmODC4G7Ef6lrmivSh,clickrow,endplay,False,,False,1564462381985,False
2019-07-30T05:06:35Z,Android,769323,Sepuluh Quote Yg Paling Mengubah Hidup Saya,Ngobrolin Inspirasi,spotify:episode:6YQfWE9Y2pob2S5gGpr1rL,clickrow,endplay,False,,False,1564462414713,False
2019-07-30T09:32:21Z,Android,95029,CERITA USAHA Ep.1 : Mencari Ide Usaha,Cerita Usaha,spotify:episode:1Hfo2TRiA6sAVyn50xoEmA,clickrow,unexpected-exit-while-paused,False,,False,1564463193480,False
2019-08-02T01:15:02Z,Android,2591791,CERITA USAHA Ep.2 : Memilih Bidang Usaha,Cerita Usaha,spotify:episode:2bWyPmlkeeHISD09IYfs5k,clickrow,trackdone,False,,False,1564705906248,False
2019-08-02T02:14:03Z,Android,3539983,CERITA USAHA Ep.3 : Menuju Fulltime Entrepreneur,Cerita Usaha,spotify:episode:6YoDSNG0hzmdXR9hHYvBX2,trackdone,trackdone,False,,False,1564708499892,False
